,,,,,,,,,,,
,,,,,,,Comprado,#NAME?,Setor, ,5.5
,,,,,,,Tota Orçado,#NAME?,23281362.249999996,custo de importação,1.5
,,,,,,,,,,,
SETOR,COTACAO,"DT
COTACAO",PEDIDO,"DT
PEDIDO",FORNECEDOR ,PRODUTO,"QT
PEDIDA",VALOR,ORIGEM,"STATUS DA 
COMRPA ",DISCIPLINA
SETOR 6,030275    ,46123,43662,46126,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,CONSTRUÇÃO DE MAIS DOIS MÓDULOS CABINE DE JATO COM PORTÕES,1,20000,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,030275    ,46123,43662,46126,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,FABRICAÇÃO E INSTALAÇÃO DE COBERTURA E PAINEL LATERAL,1,18000,BRASIL,Comprado,ESTRUTURAL
SETOR 3,,,43483,46114,DIMENSIONAL CENTELHA SOLUÇOES LTDA                ,CABO FLEXIVEL 1KV HEPR 1X100MM² E 150MM²,1000,81205,BRASIL,Comprado,ESTRUTURAL
SETOR 3,,,43483,46114,DIMENSIONAL CENTELHA SOLUÇOES LTDA                ,QUADRO BRUM 1000X600X200MM REF:BRCE-100.60.20F                                                      ,1,1189.93,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43769,46136,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS  ,PARAFUSO  GALVANIZADO PARA TELHAS CABEÇA 8 MM X 20 MM                                               ,1100,352,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43769,46136,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS  ,PARAFUSO DE COSTURA AUTOPERFURANTE P/ TELHADO E ACABAMENTOS PB1/4-14X7/8P1                          ,200,88,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43770,46143,LAGOS TELHAS LTDA                                 ,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M                                                      ",16,4770.88,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43770,46143,LAGOS TELHAS LTDA                                 ,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M                                                      ",38,9712.12,BRASIL,Comprado,ESTRUTURAL
SETOR 16,,,43782,46136,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS  ,PARABOLT M10                                                                                        ,250,1320,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,AREIA                                                                                               ,3,510,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,MALHA 3.4 Q.61 15 X 15 3 X 2                                                                        ,60,4794,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,LINHA PARA PEDREIRO TRANÇADA COM 50M                                                                ,3,27,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,LINHA DE NYLON PEDREIRO LARANJA 100MT                                                               ,2,24,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,SACO DE CIMENTO CPIII                                                                               ,14,602,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,LAPIS                                                                                               ,4,16,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,PEDRA BRITADA                                                                                       ,2,460,BRASIL,Comprado,CIVIL
SETOR 7A,,,43877,46139,ATACADAO 1000 MATERIAIS DE CONSTRUCAO LTDA ME     ,PREGO 17 X 27 C/ CABECA                                                                             ,3,59.7,BRASIL,Comprado,CIVIL
SETOR 7A,,,43923,46150,SUPERMIX CONCRETO S/A                             ,CONCRETO USINADO                                                                                    ,16,8960,BRASIL,Comprado,CIVIL
SETOR 7A,,,43924,46146,MADEIREIRA IRMAOS CAMPANATI EIRELI-ME             ,"TABUA DE PINUS 3,0 X 30CM X 2,5CM                                                                   ",60,852,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43925,46146,COMERCIAL TJ ELETRICA E HIDRAULICA                ,COLUNA DE FERRO 5/16 20X7                                                                           ,24,368.93,BRASIL,Comprado,ESTRUTURAL
SETOR 7A,,,43925,46146,COMERCIAL TJ ELETRICA E HIDRAULICA                ,CAIXA D'AGUA                                                                                        ,3,1260,BRASIL,Comprado,CIVIL
SETOR 7A,,,43925,46146,COMERCIAL TJ ELETRICA E HIDRAULICA                ,TRELIÇA TG8L                                                                                        ,102,719.82,BRASIL,Comprado,ESTRUTURAL
SETOR 3,,,42994,46097,DIMENSIONAL CENTELHA SOLUÇOES LTDA                ,"CABO FLEXIVEL PP 3X1,50MM                                                                           ",500,2735,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44241,46150,FORT CONSTRUCOES COMERCIO E SERVICOS LTDA,"FABRICAÇÃO DE TESOURAS, SAPATAS E COBERTURA ",1,32250,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44251,,G5 EQUIPAMENTOS E CONSTRUCAO LTDA                 ,DEMOLIDOR E BETONEIRA,1,1060,BRASIL,Comprado,CIVIL
SETOR 1,,,44345,46156,COMERCIAL TJ ELETRICA E HIDRAULICA                ,SACO DE CIMENTO CPIII                                                                               ,10,385,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44384,46164,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"PERFIL AC U SIMPLES 100 X 40 X 2,65 ESP                                                             ",108,3646.08,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44383,46164,EDFER - COMERCIO DE FERRO E ACO LTDA              ,"CANTONEIRA ABAS IGUAIS 2"" X 2"" X 1/4"" ESP. A36                                                      ",24,852.48,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44405,46162,LAGOS TELHAS LTDA                                 ,"TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M                                                      ",264,11246.4,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44418,46164,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS  ,PARAFUSO DE COSTURA AUTOPERFURANTE P/ TELHADO E ACABAMENTOS PB1/4-14X7/8P1                          ,200,64,BRASIL,Comprado,ESTRUTURAL
SETOR 1,,,44418,46164,COMERCIAL OFFSHORE MACAE PARAFUSOS E FERRAMENTAS  ,PARAFUSO  GALVANIZADO PARA TELHAS CABEÇA 8 MM X 20 MM                                               ,1000,340,BRASIL,Comprado,ESTRUTURAL
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
