row_key;item_id;setor;cotacao;data_cotacao;pedido;data_pedido;fornecedor;produto;quantidade;valor;origem;status_compra;disciplina;source_row
xlsx-25-05-26-row-0151;04;SETOR 4 - SALA DA QUALIDADE;26495;2025-07-11;38291;2025-07-11;COMERCIAL TJ ELETRICA E HIDRAULICA;CIRANDA P/ MINERAL 1,20 MT;1.0;135.0;BRASIL;Comprado;AMPLIAÇÃO CQ;151
xlsx-25-05-26-row-0152;04;SETOR 4 - SALA DA QUALIDADE;26857;2025-07-16;38342;2025-07-16;COMERCIAL TJ ELETRICA E HIDRAULICA;SACO DE CIMENTO CPIII;35.0;1195.25;BRASIL;Comprado;AMPLIAÇÃO CQ;152
xlsx-25-05-26-row-0153;04;SETOR 4 - SALA DA QUALIDADE;26857;2025-07-16;38342;2025-07-16;COMERCIAL TJ ELETRICA E HIDRAULICA;LIGA PARAISO ( SACO 20KG);25.0;242.0;BRASIL;Comprado;AMPLIAÇÃO CQ;153
xlsx-25-05-26-row-0154;04;SETOR 4 - SALA DA QUALIDADE;26972;2025-07-17;38553;2025-07-28;COTIMA COMERCIO DE TINTAS MACAE LTDA;MASSA CORRIDA 25KG;15.0;511.65;BRASIL;Comprado;AMPLIAÇÃO CQ;154
xlsx-25-05-26-row-0155;04;SETOR 4 - SALA DA QUALIDADE;26972;2025-07-17;38553;2025-07-28;COTIMA COMERCIO DE TINTAS MACAE LTDA;SELADOR DE ACRILICO;2.0;284.8;BRASIL;Comprado;AMPLIAÇÃO CQ;155
xlsx-25-05-26-row-0156;04;SETOR 4 - SALA DA QUALIDADE;27089;2025-07-23;38593;2025-07-30;APTEX COMERCIO DE MOVEIS DE ESCRITÓRIO EIRELLI;SERVIÇO DE INSTALAÇÃO FORRO E DRYWALL;1.0;47887.0;BRASIL;Comprado;AMPLIAÇÃO CQ;156
xlsx-25-05-26-row-0157;04;SETOR 4 - SALA DA QUALIDADE;27381;2025-08-14;38896;2025-08-18;COTIMA COMERCIO DE TINTAS MACAE LTDA;MASSA CORRIDA 25KG;8.0;969.36;BRASIL;Comprado;AMPLIAÇÃO CQ;157
xlsx-25-05-26-row-0158;04;SETOR 4 - SALA DA QUALIDADE;27381;2025-08-14;38896;2025-08-18;COTIMA COMERCIO DE TINTAS MACAE LTDA;LIXA P/ PAREDE 150;30.0;27.6;BRASIL;Comprado;AMPLIAÇÃO CQ;158
xlsx-25-05-26-row-0159;04;SETOR 4 - SALA DA QUALIDADE;27381;2025-08-14;38896;2025-08-18;COTIMA COMERCIO DE TINTAS MACAE LTDA;LIXA P/ MADEIRA 180;30.0;27.9;BRASIL;Comprado;AMPLIAÇÃO CQ;159
xlsx-25-05-26-row-0160;04;SETOR 4 - SALA DA QUALIDADE;27381;2025-08-14;38896;2025-08-18;COTIMA COMERCIO DE TINTAS MACAE LTDA;TINTA ACRILICA CORAL COR: BRANCA 18LT;2.0;859.88;BRASIL;Comprado;AMPLIAÇÃO CQ;160
xlsx-25-05-26-row-0161;04;SETOR 4 - SALA DA QUALIDADE;27381;2025-08-14;38896;2025-08-18;COTIMA COMERCIO DE TINTAS MACAE LTDA;MASSA ACRILICA 25KG;2.0;541.32;BRASIL;Comprado;AMPLIAÇÃO CQ;161
xlsx-25-05-26-row-0162;04;SETOR 4 - SALA DA QUALIDADE;27465;2025-08-21;38994;2025-08-22;A M DE SOUZA GOMES COMER DE FERRAM LTDA ­ ME;SERRA MARMORE;1.0;467.39;BRASIL;Comprado;AMPLIAÇÃO CQ;162
xlsx-25-05-26-row-0163;04;SETOR 4 - SALA DA QUALIDADE;27610;2025-09-02;39196;2025-09-03;APC DISTRIBUIDORA DE TINTAS LTDA;LIXA P/ MADEIRA 180;10.0;5.3;BRASIL;Comprado;AMPLIAÇÃO CQ;163
xlsx-25-05-26-row-0164;04;SETOR 4 - SALA DA QUALIDADE;27610;2025-09-02;39196;2025-09-03;APC DISTRIBUIDORA DE TINTAS LTDA;TINTA ACRILICA CORAL COR: BRANCA 18LT;1.0;354.15;BRASIL;Comprado;AMPLIAÇÃO CQ;164
xlsx-25-05-26-row-0165;04;SETOR 4 - SALA DA QUALIDADE;27610;2025-09-02;39196;2025-09-03;APC DISTRIBUIDORA DE TINTAS LTDA;TINTA ESMALTE SINTETICO BASE AGUA FOSCO BRANCO 3,6L;3.6;131.73;BRASIL;Comprado;AMPLIAÇÃO CQ;165
xlsx-25-05-26-row-0166;04;SETOR 4 - SALA DA QUALIDADE;27610;2025-09-02;39196;2025-09-03;APC DISTRIBUIDORA DE TINTAS LTDA;LIXA P/ PAREDE 150;10.0;5.3;BRASIL;Comprado;AMPLIAÇÃO CQ;166
xlsx-25-05-26-row-0167;04;SETOR 4 - SALA DA QUALIDADE;27656;2025-09-03;39258;2025-09-05;GVR UTILIDADES DO LAR LTDA;UTENSILIOS DOMESTICO;2.0;15.8;BRASIL;Comprado;AMPLIAÇÃO CQ;167
xlsx-25-05-26-row-0168;04;SETOR 4 - SALA DA QUALIDADE;27656;2025-09-03;39259;2025-09-05;DISCAPEL RECREIO COMERCIO VAREJISTA E ATACADISTA L;UTENSILIOS DOMESTICO;1.0;44.05;BRASIL;Comprado;AMPLIAÇÃO CQ;168
xlsx-25-05-26-row-0169;04;SETOR 4 - SALA DA QUALIDADE;28190;2025-10-20;41867;2026-01-13;E G ALVARENGA MOVEIS PLANEJADOS;SERVIÇOS DIVERSIFICADOS NÃO LIGADOS A PRODUÇÃO;1.0;3055.0;BRASIL;Comprado;AMPLIAÇÃO CQ;169
xlsx-25-05-26-row-0170;04;SETOR 4 - SALA DA QUALIDADE;29530;2025-11-19;41271;2025-12-15;A M DE SOUZA GOMES COMER DE FERRAM LTDA ­ ME;FITA ANTIDERRAPANTE LIXA AUTOADESIVA ZEBRADA AMARELA E PRETA TIPO LIXA 50MMX20MTS;2.0;273.38;BRASIL;Comprado;AMPLIAÇÃO CQ;170
xlsx-25-05-26-row-0171;04;SETOR 4 - SALA EPI;26865;2025-07-16;38459;2025-07-23;LAGOS TELHAS LTDA;TELHA TRAPEZOIDAL GALVANIZADA 6 X 1,10 X 0,43M;30.0;6819.66;BRASIL;Comprado;AMPLIAÇÃO SMS;171
xlsx-25-05-26-row-0172;04;SETOR 4 - SALA EPI;27688;2025-09-12;39473;2025-09-18;CASA BELLA DE MACAE MATERIAL DE CONSTRUCAO LTDA;SACO DE CIMENTO CPIII;11.0;346.5;BRASIL;Comprado;AMPLIAÇÃO SMS;172
xlsx-25-05-26-row-0173;06A;SETOR 6A;28415;2025-10-28;40711;2025-11-18;J B DISTRIBUIDORA DE EMBALAGENS E PRODUTOS EM GERA;TAMBOR METÁLICO 200 LITROS (VAZIO);20.0;1800.0;BRASIL;Comprado;OPERACIONAL;173
xlsx-25-05-26-row-0174;06;SETOR 6;24461;2025-02-17;36065;2025-02-21;DINAMICA NEGOCIOS E SERVICOS LTDA;SACO DE CIMENTO CPIII;8.0;284.0;BRASIL;Comprado;CIVIL;174
